How does KDE smooth a histogram,"Kernel Density Estimation (KDE) replaces each data point with a small smooth kernel (e.g., Gaussian) and sums them to create a continuous curve. The bandwidth parameter controls smoothness.<br><br><b>ELI5:</b> Like blurring a pixelated image to see the bigger picture without jagged edges.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
How does bandwidth affect KDE,"A small bandwidth makes the PDF more rigid (high variance, noisy), while a large bandwidth makes it smoother (high bias, oversimplified).<br><br><b>ELI5:</b> Like adjusting the focus on a camera: too sharp shows noise, too blurry loses details.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
How does univariate analysis use PDFs,"Univariate analysis uses PDFs to visualize the distribution of individual variables, often when the number of features is small (e.g., ≤ 4).<br><br><b>ELI5:</b> Like examining one ingredient at a time to understand its role in a recipe.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What is CDF,CDF (Cumulative Distribution Function) is the percentage of data points below a given x value. It is obtained by integrating the PDF (Probability Density Function).<br><br><b>ELI5:</b> Imagine stacking all data points from left to right; CDF tells you how much of the stack is below a certain height.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What is PDF,"PDF (Probability Density Function) is the percentage of data points between two x values. It is obtained by differentiating the CDF.<br><br><b>ELI5:</b> PDF shows how densely packed data points are in a specific range, like how many people are in a certain height range.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
How does CDF relate to PDF,"CDF is the integral of PDF, and PDF is the derivative of CDF. CDF gives cumulative probabilities, while PDF gives probabilities over intervals.<br><br><b>ELI5:</b> CDF is like a running total of data points, while PDF is like the speed at which data points accumulate.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What is mean,"Mean is the sum of data values divided by the number of values. It represents the central value but is highly sensitive to outliers.<br><br><b>ELI5:</b> Mean is the average value, but if one value is extremely high or low, it can pull the mean away from the center.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What is variance,"Variance is the average of the squared distances of data points from the mean. It measures the spread of data.<br><br><b>ELI5:</b> Variance tells you how far apart the data points are from the average, like how spread out a group of people are from the center of a room.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What is standard deviation,"Standard deviation is the square root of variance. It measures the width of the spread of data values on an axis.<br><br><b>ELI5:</b> Standard deviation tells you how much the data points deviate from the average, like how much the heights of people vary from the average height.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
How does median differ from mean,"Median is the middle value of a sorted list and is not affected by outliers, making it a better measure of central tendency when outliers are present.<br><br><b>ELI5:</b> Median is like the middle person in a line of people sorted by height, while mean is the average height, which can be skewed by a very tall or short person.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What is a percentile,"A percentile is the value below which a given percentage of observations fall. For example, the 50th percentile is the value at which 50% of the data is less than this value.<br><br><b>ELI5:</b> Imagine 100 people lined up by height. The 50th percentile is the height of the person in the middle.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What are quantiles,"Quantiles are specific percentiles that divide the data into equal parts. Common quantiles are the 25th, 50th, and 75th percentiles.<br><br><b>ELI5:</b> Think of dividing a pizza into 4 equal slices. The 25th, 50th, and 75th percentiles are like the cuts that divide the pizza into quarters.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What is the Inter Quartile Range (IQR),"The IQR is the range between the 25th percentile (Q1) and the 75th percentile (Q3). It measures the spread of the middle 50% of the data.<br><br><b>ELI5:</b> If you have 100 people lined up by height, the IQR is the height difference between the 25th and 75th person in line.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What is the Median Absolute Deviation (MAD),"MAD is a measure of variability calculated as the median of the absolute deviations from the data's median. It is robust to outliers.<br><br><b>ELI5:</b> Imagine the median height of a group. MAD tells you how much, on average, people's heights differ from this median height.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What is a box plot,"A box plot is a visualization of the five-number summary: minimum, first quartile (Q1), median, third quartile (Q3), and maximum. It shows the distribution of data and highlights outliers.<br><br><b>ELI5:</b> Think of a box plot as a summary of a group's heights. The box shows where most people's heights fall, and the whiskers show the range of the shortest and tallest people.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What is a violin plot,"A violin plot combines a box plot with a rotated kernel density plot on each side, showing the probability density of the data at different values.<br><br><b>ELI5:</b> Imagine a box plot with a 'mirrored' density curve on each side, showing how data is distributed.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
How does a violin plot differ from a box plot,"A violin plot adds a kernel density estimate to a box plot, showing the full distribution shape, not just summary statistics.<br><br><b>ELI5:</b> A box plot is a skeleton; a violin plot adds 'muscle' by showing the full shape of the data.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What is univariate analysis,"Univariate analysis examines one variable at a time using tools like PDF, CDF, box plots, or violin plots.<br><br><b>ELI5:</b> Studying one thing (e.g., height) without comparing it to anything else.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What is bivariate analysis,"Bivariate analysis explores relationships between two variables using pair plots or scatter plots.<br><br><b>ELI5:</b> Comparing two things (e.g., height vs. weight) to see if they relate.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What is multivariate analysis,"Multivariate analysis examines relationships among three or more variables, often using 3D plots.<br><br><b>ELI5:</b> Studying multiple factors (e.g., height, weight, age) together to find patterns.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What does a contour plot show,"A contour plot visualizes multivariate probability density, with darker regions indicating higher density, like hills on a map.<br><br><b>ELI5:</b> A topographic map where 'peaks' show where data points cluster most densely.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::plotting_for_exploratory_data_analysis_eda
What is the projection of a onto b,The projection of vector a onto vector b is given by the scalar d = a·b / ||b||. This represents the length of the shadow of a along b.<br><br><b>ELI5:</b> Imagine shining a light perpendicular to b; the projection is the length of a's shadow on b.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is a unit vector,"A unit vector â is a vector in the same direction as a with a magnitude of 1, defined as â = a / ||a||.<br><br><b>ELI5:</b> Think of it as shrinking or stretching a vector until its length is exactly 1, like a compass needle pointing in the same direction.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
How is a hyperplane defined in n dimensions,"A hyperplane in n dimensions is defined by the equation Wᵀx + W₀ = 0, where W is a normal vector and W₀ is the intercept. For a hyperplane passing through the origin, W₀ = 0.<br><br><b>ELI5:</b> It's like a flat sheet of paper in higher dimensions, dividing space into two halves.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
How does the normal vector relate to a hyperplane,"The normal vector W is perpendicular to the hyperplane. The angle θ between W and any vector x on the hyperplane is 90°, so Wᵀx = 0.<br><br><b>ELI5:</b> The normal vector is like a pole sticking straight out of the hyperplane, pointing in the direction of the 'steepest climb.'",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
How is the distance of a point from a hyperplane calculated,"The distance d of a point P from the hyperplane Wᵀx = 0 is given by d = |WᵀP| / ||W||. This measures the shortest distance from P to the hyperplane.<br><br><b>ELI5:</b> It's like measuring how far a point is from a wall, using the perpendicular distance.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
How does a hyperplane divide space,"A hyperplane divides the space into two half-spaces. If WᵀP > 0, the point P lies in the direction of W; otherwise, it lies in the opposite direction.<br><br><b>ELI5:</b> Think of a hyperplane as a fence; points on one side are in the direction the fence is facing, and points on the other side are behind it.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is a hypersphere,"A hypersphere is the set of all points in n-dimensional space that are at a fixed distance (radius) from a central point. The boundary is defined by the sum of squared coordinates equaling the squared radius.
\[
\sum_{i=1}^{n} x_i^2 = r^2
\]
Here, \(x_i\) are the coordinates and \(r\) is the radius.
<br><br><b>ELI5:</b> Like a balloon expanding in any number of dimensions; every point on the surface is exactly one stretch length away from the center.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
How does a point relate to a hypersphere,"The position of a point relative to a hypersphere is determined by comparing the sum of its squared coordinates to the squared radius.
\[
\sum_{i=1}^{n} x_i^2 \begin{cases} < r^2 & \text{inside} \\ = r^2 & \text{on boundary} \\ > r^2 & \text{outside} \end{cases}
\]
This calculates the squared Euclidean distance from the origin.
<br><br><b>ELI5:</b> If the point's total squared distance is less than the radius squared, it's inside the balloon.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is a hyperellipsoid,"A hyperellipsoid is the n-dimensional generalization of an ellipse. It is defined by the sum of squared coordinates scaled by different radii equaling 1.
\[
\sum_{i=1}^{n} \left( \frac{x_i}{a_i} \right)^2 = 1
\]
The parameters \(a_i\) represent the semi-axis lengths along each dimension.
<br><br><b>ELI5:</b> A sphere that has been stretched or squashed by different amounts along each axis.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
How does scaling affect a hyperellipsoid,"The parameters \(a_i\) control the shape by scaling the axes. A larger \(a_i\) stretches the shape along that dimension, while a smaller \(a_i\) compresses it. If all \(a_i\) are equal, the hyperellipsoid becomes a hypersphere.
<br><br><b>ELI5:</b> Pulling on rubber bands in different directions to change the shape of a blob.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What defines an axis parallel rectangle,"A point \(P(x_1, y_1)\) lies inside an axis parallel rectangle defined by corners \((a_1, b_1)\) and \((a_2, b_2)\) if it satisfies two inequalities:
\[
a_1 < x_1 < a_2 \quad \text{and} \quad b_1 < y_1 < b_2
\]
A square is a special case where the side lengths are equal: \(a_2 - a_1 = b_2 - b_1\).
<br><br><b>ELI5:</b> The point is inside if its x-coordinate is between the left and right edges, and its y-coordinate is between the bottom and top edges.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is a random variable,"A variable that can take multiple values in a random manner. It maps outcomes of a random process to numerical values.<br><br>\[ X \in \{\text{outcomes}\} \]<br><br><b>ELI5:</b> Like rolling a die: the result is random, but we can assign numbers to it.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is a discrete random variable,"A random variable that can only take specific values from a finite or countable set.<br><br>Example: Dice roll \( X \in \{1, 2, 3, 4, 5, 6\} \)<br><br><b>ELI5:</b> Like counting apples—you can have 1, 2, or 3 apples, but not 2.7 apples.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is a continuous random variable,"A random variable that can take any value within a continuous range of real numbers.<br><br>Example: Height \( Y \in [120, 190] \) cm<br><br><b>ELI5:</b> Like measuring height—you can be 150.5 cm or 150.6 cm, infinite possibilities.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is an outlier,"Data points that deviate significantly from the general trend of the population, potentially due to measurement error or genuine anomalies.<br><br>Example: Heights \( \{122.2, 146.4, 12.26, 92.6\} \) where 12.26 and 92.6 are outliers<br><br><b>ELI5:</b> Like finding a 3-foot-tall adult in a group of average-height people.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is the Gaussian distribution,"A continuous probability distribution characterized by a symmetric bell-shaped curve, defined by mean \( \mu \) and variance \( \sigma^2 \).<br><br>\[ X \sim N(\mu, \sigma^2) \]<br><br><b>ELI5:</b> Like the natural spread of heights—most people are around average, with fewer very tall or very short people.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is the Gaussian PDF formula,"The probability density function for a normal distribution with mean \( \mu \) and standard deviation \( \sigma \):<br><br>\[ f(x) = \frac{1}{\sigma\sqrt{2\pi}} \exp\left(-\frac{(x-\mu)^2}{2\sigma^2}\right) \]<br><br>As \( x \) moves away from \( \mu \), the PDF value decreases.<br><br><b>ELI5:</b> Like a hill shape—highest at the center (average), sloping down on both sides.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
How does variance affect Gaussian distribution,"Variance \( \sigma^2 \) controls the spread of the bell curve. Larger variance = wider, flatter curve. Smaller variance = narrower, taller curve.<br><br>\[ \sigma^2 \uparrow \implies \text{spread} \uparrow \]<br><br><b>ELI5:</b> Like stretching a rubber band—more stretch means data is more spread out.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
How does mean affect Gaussian distribution,"Mean \( \mu \) shifts the entire bell curve left or right along the x-axis without changing its shape.<br><br>\[ \mu \uparrow \implies \text{curve shifts right} \]<br><br><b>ELI5:</b> Like sliding a bell along a table—the bell shape stays the same, but its center moves.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is the relationship between population and sample,Population is the complete set of all possible observations. Sample is a subset used to estimate population parameters when full data is unavailable.<br><br>\[ \text{Sample Mean } \bar{x} \approx \text{Population Mean } \mu \]<br><br><b>ELI5:</b> Like tasting soup—you don't need to eat the whole pot to know if it's salty.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is the CDF of a Gaussian,"The Cumulative Distribution Function for a normal distribution N(µ, σ²) gives the probability that a random variable X is less than or equal to a value x. As variance decreases, the CDF approaches a step function.<br><br>\[ F(x) = \frac{1}{\sigma\sqrt{2\pi}} \int_{-\infty}^{x} e^{-\frac{(t-\mu)^2}{2\sigma^2}} dt \]<br><br><b>ELI5:</b> Like a running tally of how many people are shorter than a certain height in a population; as everyone becomes the same height, the tally jumps instantly from 0 to 100%.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is the 68 95 99.7 rule,"For a normal distribution, approximately 68% of data falls within 1 standard deviation of the mean, 95% within 2, and 99.7% within 3. This quantifies the concentration of data around the mean.<br><br><b>ELI5:</b> If you measure the height of people, almost everyone is within 3 inches of the average; very few giants or ants exist.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What defines a symmetric distribution,A distribution is symmetric about a mean µ if the probability density is identical on both sides. Mathematically: F(µ - h) = F(µ + h) for any distance h. The left side is a mirror image of the right.<br><br><b>ELI5:</b> Like a perfectly balanced seesaw; the shape on the left is identical to the shape on the right.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What does skewness measure,"Skewness measures the asymmetry of a distribution around its mean. A positive skew indicates a longer tail to the right; negative skew indicates a longer tail to the left. It quantifies deviation from symmetry.<br><br><b>ELI5:</b> Like a bell curve that is pulled to one side, dragging a long tail of outliers behind it.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is excess kurtosis,"Excess kurtosis is kurtosis minus 3. It compares a distribution's tailedness to a Gaussian distribution (which has kurtosis = 3). It measures the prevalence of outliers, not peak height.<br><br><b>ELI5:</b> Checking if the data has more extreme outliers than a standard normal curve; lower values mean fewer surprises.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
How does kurtosis relate to outliers,"Kurtosis is a measure of tailedness, not peakedness. High kurtosis indicates heavy tails and a higher probability of extreme outliers. Low kurtosis indicates light tails and fewer outliers.<br><br><b>ELI5:</b> Like checking how thick the ends of the bell curve are; thicker ends mean more chance of finding a giant or an ant.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is a standard normal variate Z,"A random variable Z follows the standard normal distribution Z ~ N(0, 1), meaning it has a mean of 0 and a variance of 1. It is used to standardize other normal variables.<br><br><b>ELI5:</b> A universal ruler where the average is 0 and almost all values fall between -3 and +3.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
How do you standardize a normal variable X,"To convert X ~ N(µ, σ²) to Z ~ N(0, 1), apply mean centering and scaling:<br><br>\[ Z = \frac{X - \mu}{\sigma} \]<br><br>Subtract the mean to center at 0, divide by standard deviation to scale variance to 1.<br><br><b>ELI5:</b> Like shifting a graph so the average is at zero and stretching or shrinking it so the spread matches a standard bell curve.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is kernel density estimation,Kernel density estimation (KDE) computes a probability density function (PDF) by placing a Gaussian kernel (bell curve) at each observation and summing their contributions. The variance of the kernel is called bandwidth.<br><br><b>ELI5:</b> Imagine smoothing a histogram by drawing a small bell curve at each data point and adding them up to get a smooth curve.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
How does bandwidth affect kernel density estimation,"Bandwidth controls the smoothness of the KDE. A small bandwidth makes the estimate more rigid (high variance), while a large bandwidth makes it smoother (high bias).<br><br><b>ELI5:</b> Think of bandwidth as the width of a paintbrush. A narrow brush captures fine details but may overfit, while a wide brush smooths out noise but may miss details.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is the sampling distribution of the sample mean,The sampling distribution of the sample mean is the distribution of means from multiple random samples of size n drawn from a population. It has a mean equal to the population mean and variance equal to the population variance divided by n.<br><br><b>ELI5:</b> Imagine taking many small groups of people and calculating their average height. The distribution of these averages will cluster around the true average height of the entire population.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What does the Central Limit Theorem state,"The Central Limit Theorem states that the sampling distribution of the sample mean will approximate a Gaussian distribution as the sample size n increases, regardless of the original population distribution, provided the population has finite mean and variance.<br><br><b>ELI5:</b> No matter the shape of the original data, the average of many small samples will form a bell curve.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
How does sample size affect the Central Limit Theorem,"As sample size n increases, the sampling distribution of the sample mean becomes more Gaussian. Typically, n ≈ 30 is sufficient for the approximation to hold.<br><br><b>ELI5:</b> The larger your sample, the more the distribution of averages looks like a bell curve, even if the original data is skewed.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is a Q-Q plot,"A Q-Q plot is a graphical tool to compare two distributions by plotting their quantiles against each other. If the points lie on a straight line, the distributions are similar.<br><br><b>ELI5:</b> Imagine lining up two groups of people by height and comparing their positions. If the line is straight, the height distributions are similar.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
How does a Q-Q plot test for normality,"To test for normality, sort the data and plot its quantiles against the quantiles of a standard normal distribution. A straight line indicates normality.<br><br><b>ELI5:</b> If your data points follow a straight line when compared to a perfect bell curve, your data is likely normally distributed.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
How does sample size affect Q-Q plot interpretation,"Small sample sizes make Q-Q plots harder to interpret because there are fewer points to assess the linearity of the plot.<br><br><b>ELI5:</b> With few data points, it's like trying to draw a straight line with only a couple of dots—it's unclear if the line is truly straight.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is the purpose of distributions in data analysis,"Distributions provide a theoretical model of a random variable, allowing us to understand its properties and make predictions about unseen data points.<br><br>\[ \text{Model} \xrightarrow{\text{properties}} \text{Predictions} \]<br><br><b>ELI5:</b> Like knowing the size distribution of 500 employees lets you order the right number of XL shirts for 100,000 employees.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is Chebyshev's inequality,"A bound on the proportion of values that lie within a certain distance from the mean, requiring only the mean and standard deviation.<br><br>\[ P(|x - \mu| \geq k\sigma) \leq \frac{1}{k^2} \]<br>where \( \mu \) is the mean, \( \sigma \) is the standard deviation, and \( k \) is the number of standard deviations.<br><br><b>ELI5:</b> Like estimating how many salaries are far from the average without knowing the exact salary distribution.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
How does the discrete uniform distribution work,A distribution where \( n = b - a + 1 \) outcomes are equally likely.<br><br>\[ \text{PMF} = \frac{1}{n} \quad \text{Mean} = \frac{a+b}{2} \quad \text{Variance} = \frac{n^2 - 1}{12} \]<br>where \( a \) is the minimum value and \( b \) is the maximum value.<br><br><b>ELI5:</b> Rolling a fair die where every face has probability \( 1/6 \).,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
How does the continuous uniform distribution work,"A distribution where probability density is constant over the interval \( [a, b] \).<br><br>\[ \text{PDF} = \frac{1}{b-a} \quad \text{Mean} = \frac{a+b}{2} \quad \text{Variance} = \frac{(b-a)^2}{12} \]<br>where \( a \) is the lower bound and \( b \) is the upper bound.<br><br><b>ELI5:</b> Like picking a random point uniformly between 0 and 1.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is uniform distribution,A distribution where every value has equal probability of being selected.<br><br><b>ELI5:</b> Like picking a random card from a shuffled deck where every card has the same chance.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
How does Bernoulli distribution work,"Models a single binary outcome (e.g., coin toss) with parameter p (success probability).<br><br><b>ELI5:</b> Like flipping a coin where heads has probability p.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
How does Binomial distribution work,Models the number of successes in n independent Bernoulli trials with success probability p.<br><br><b>ELI5:</b> Like counting heads in 10 coin flips where each flip has probability p of heads.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is log normal distribution,A distribution where the natural logarithm of the variable is normally distributed.<br><br><b>ELI5:</b> Like measuring the length of comments where most are short but a few are very long.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
How to check log normality,"Use a QQ plot to compare the log of the data to a normal distribution.<br><br><b>ELI5:</b> Like checking if the lengths of comments, when logged, follow a bell curve.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is a power law distribution,"A distribution where a small number of items have very high values, and a large number of items have very low values. It is characterized by the Pareto principle (80/20 rule).<br><br>\[ P(X > x) \propto x^{-\alpha} \]<br>\(\alpha\) is the shape parameter determining the tail heaviness.<br><br><b>ELI5:</b> Like wealth distribution: a few people own most of the money, while most people own very little.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is the Pareto principle,"A specific power law relationship where roughly 80% of consequences come from 20% of the causes. In a Pareto distribution, this manifests as 80% of the mass being concentrated in the bottom 20% of values (or vice versa depending on perspective).<br><br><b>ELI5:</b> In a messy room, 80% of the trash is found in 20% of the corners.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is the Box Cox transform,A power transformation method used to stabilize variance and make data approximate a Gaussian distribution. It parameterizes a family of transformations using a parameter \(\lambda\).<br><br>\[ y_i = \begin{cases} \frac{x_i^{\lambda} - 1}{\lambda} & \text{if } \lambda \neq 0 \\ \ln(x_i) & \text{if } \lambda = 0 \end{cases} \]<br><br><b>ELI5:</b> A mathematical 'mold' that reshapes skewed data (like Pareto) into a bell curve so algorithms work better.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
How does lambda affect Box Cox,\(\lambda\) controls the shape of the transformation. <br>- \(\lambda = 0\) implies a log transform (handles multiplicative processes).<br>- \(\lambda = 1\) implies a linear shift (no change).<br>- Negative \(\lambda\) compresses large values.<br><br><b>ELI5:</b> Turning a dial to find the exact angle that straightens out a curved graph.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
When does Box Cox fail,It fails if the data contains negative values or zeros (since powers of non-positive numbers are problematic). It also fails if the data does not strictly follow a power law or log-normal structure. Use QQ-plots to validate the result.<br><br><b>ELI5:</b> You can't use a hammer on a screw; check if the data actually fits the tool.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
What is the Weibull distribution used for,"Modeling extreme events and reliability, specifically 'time-to-failure' or extreme value analysis. It is used for rainfall, river discharges, and component lifespans.<br><br>\[ P(X > x) = e^{-(x/\lambda)^k} \]<br><br><b>ELI5:</b> Predicting how long a dam will survive a 100-year storm or when a machine part will break.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::probability_and_statistics
